,disease_type,sample_type,experimental_strategy,tissue_source_site_label,platform,data_submitting_center_label,portion_is_ffpe
15011,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15012,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Cleveland Clinic,Illumina HiSeq,University of North Carolina,NO
15013,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15014,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15015,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University of Miami,Illumina HiSeq,University of North Carolina,NO
15016,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15017,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
15018,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15019,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15020,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
15021,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15022,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
15023,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Ontario Institute for Cancer Research (OICR),Illumina HiSeq,University of North Carolina,NO
15024,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15025,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15026,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
15027,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
15028,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
15029,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15030,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15031,Bladder Urothelial Carcinoma,Primary Tumor,WGS,International Genomics Consortium,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15032,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15033,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15034,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
15035,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,ABS - IUPUI,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15036,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15037,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,MD Anderson,Illumina HiSeq,University of North Carolina,NO
15038,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - UT Southwestern Medical Center at Dallas,Illumina HiSeq,University of North Carolina,NO
15039,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15040,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
15041,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
15042,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15043,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
15044,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15045,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15046,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Roswell Park,Illumina HiSeq,University of North Carolina,NO
15047,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15048,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
15049,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15050,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15051,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15052,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
15053,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15054,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
15055,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15056,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
15057,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15058,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - Lahey Clinic,Illumina HiSeq,University of North Carolina,NO
15059,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15060,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University of Miami,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15061,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15062,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15063,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - University Of Chicago,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15064,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Cleveland Clinic,Illumina HiSeq,University of North Carolina,NO
15065,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15066,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Barretos Cancer Hospital,Illumina HiSeq,University of North Carolina,NO
15067,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15068,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,ABS - IUPUI,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15069,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15070,Bladder Urothelial Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
15071,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Ontario Institute for Cancer Research (OICR),Illumina HiSeq,University of North Carolina,NO
15072,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Baylor,Illumina HiSeq,University of North Carolina,NO
15073,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15074,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15075,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15076,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - UT Southwestern Medical Center at Dallas,Illumina HiSeq,University of North Carolina,NO
15077,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15078,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ABS - IUPUI,Illumina HiSeq,University of North Carolina,NO
15079,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
15080,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
15081,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15082,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15083,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15084,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15085,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15086,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15087,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15088,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Spectrum Health,Illumina HiSeq,University of North Carolina,NO
15089,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
15090,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15091,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University Of Chicago,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15092,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
15093,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,ILSbio,Illumina HiSeq,University of North Carolina,NO
15094,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15095,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,BLN - Cleveland Clinic,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15096,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15097,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15098,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15099,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15100,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,ABS - IUPUI,Illumina HiSeq,Harvard Medical School,NO
15101,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15102,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,ILSbio,Illumina HiSeq,Harvard Medical School,NO
15103,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ILSbio,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15104,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15105,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15106,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Cornell Medical College,Illumina HiSeq,University of North Carolina,NO
15107,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15108,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15109,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
15110,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,International Genomics Consortium,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15111,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
15112,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15113,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University Hospital Erlangen,Illumina HiSeq,University of North Carolina,NO
15114,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
15115,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
15116,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15117,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Harvard Medical School,NO
15118,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15119,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15120,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,UNC,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15121,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15122,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Christiana Healthcare,Illumina HiSeq,Harvard Medical School,NO
15123,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of California San Francisco,Illumina HiSeq,University of North Carolina,NO
15124,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Ontario Institute for Cancer Research (OICR),Illumina HiSeq,University of North Carolina,NO
15125,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15126,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15127,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Sheffield,Illumina HiSeq,University of North Carolina,NO
15128,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15129,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - UT Southwestern Medical Center at Dallas,Illumina HiSeq,University of North Carolina,NO
15130,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
15131,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15132,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Asterand,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15133,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15134,Bladder Urothelial Carcinoma,Primary Tumor,WGS,ILSbio,Illumina HiSeq,MD Anderson - Institute for Applied Cancer Science,NO
15135,Bladder Urothelial Carcinoma,Primary Tumor,WGS,MD Anderson,Illumina HiSeq,Harvard Medical School,NO
15136,Bladder Urothelial Carcinoma,Primary Tumor,WGS,BLN - University of Miami,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15137,Bladder Urothelial Carcinoma,Blood Derived Normal,WGS,Memorial Sloan Kettering,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15138,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - Baylor,Illumina HiSeq,University of North Carolina,NO
15139,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15140,Bladder Urothelial Carcinoma,Primary Tumor,WGS,Indivumed,Illumina HiSeq,Harvard Medical School,NO
15141,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15142,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Asterand,Illumina HiSeq,University of North Carolina,NO
15143,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,International Genomics Consortium,Illumina HiSeq,University of North Carolina,NO
15144,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Indivumed,Illumina HiSeq,University of North Carolina,NO
15145,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Gundersen Lutheran Health System,Illumina HiSeq,University of North Carolina,NO
15146,Bladder Urothelial Carcinoma,Solid Tissue Normal,WGS,University of Pittsburgh,Illumina HiSeq,Broad Institute of MIT and Harvard,NO
15147,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Christiana Healthcare,Illumina HiSeq,University of North Carolina,NO
15148,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,BLN - University Of Chicago,Illumina HiSeq,University of North Carolina,NO
15149,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,Memorial Sloan Kettering,Illumina HiSeq,University of North Carolina,NO
15150,Bladder Urothelial Carcinoma,Primary Tumor,RNA-Seq,University of Southern California,Illumina HiSeq,University of North Carolina,NO
15151,Bladder Urothelial Carcinoma,Solid Tissue Normal,RNA-Seq,University of Pittsburgh,Illumina HiSeq,University of North Carolina,NO
15152,Bladder Urothelial Carcinoma,Primary Tumor,WGS,University of Pittsburgh,Illumina HiSeq,Harvard Medical School,NO
